_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,check_the_box_if_the_original_question_is_similar_to_any_of_the_questions_below,check_the_box_if_the_original_question_is_similar_to_any_of_the_questions_below_gold,question_1_body,question_1_title,question_2_body,question_2_title,question_3_body,question_3_title,question_4_body,question_4_title,question_5_body,question_5_title,user_question_body,user_question_title,user_selected_num
945665627,5/3/2016 18:31:23,false,1975240306,,5/3/2016 18:29:30,false,neodev,0.8333,14861092,GBR,J1,Northampton,176.248.15.19,0,,In hw5 we only had 2 workers judge each url so we cant really figure out a majority vote from our data. What do we do?,Majority Votes,<p>One of the video links for the peer review assignment we are supposed to do is broken (iStockPhoto). What should I do?</p>,Video link broken,"<p>Hi Ellie, I recorded my video with Quicktime but there is no option for &#34;file save as&#34; and exporting does not seem to work. The progress bar is just stagnant. What should I do?</p>
<p></p>
<p>Thanks!</p>",Quicktime,"Following the bash commands given on the hw page leaves us with a file of the form, 
1, articleurl
is this the format needed? There are no articles that were labeled as not gun related by our classifier in our sample.txt. Also do we need to have all of the articles we found classified on mturk or only 500?",CSV and 1&#39;s for crowdflower,"<p>I&#39;m running the get_clean_text function and it has almost taken me 2 hours at this point (on my local computer, not biglab). Is it stuck somewhere? Not sure what to think. I feel as if the character decoding shouldn&#39;t be causing this. <img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/ids2xp8h6vn62d/ikjdw92f8b8r/Screen_Shot_20160212_at_2.37.58_AM.png"" /></p>",get_clean_text taking very long,"I am currently doing my homework and my group plan to do the experiment of ""Financial Incentives and the Performance of Crowds"", which requires large amount of image collections. Do you know where those collections are?","I am currently doing my homework and my group plan to do the experiment of ""Financial Incentives and the Performance of Crowds"", which requires large amount of image collections. Do you know where those collections are?",1
945665627,5/3/2016 18:37:57,false,1975247179,,5/3/2016 18:25:04,false,neodev,0.7778,33999110,BGR,42,Sofia,84.1.47.86,0,,In hw5 we only had 2 workers judge each url so we cant really figure out a majority vote from our data. What do we do?,Majority Votes,<p>One of the video links for the peer review assignment we are supposed to do is broken (iStockPhoto). What should I do?</p>,Video link broken,"<p>Hi Ellie, I recorded my video with Quicktime but there is no option for &#34;file save as&#34; and exporting does not seem to work. The progress bar is just stagnant. What should I do?</p>
<p></p>
<p>Thanks!</p>",Quicktime,"Following the bash commands given on the hw page leaves us with a file of the form, 
1, articleurl
is this the format needed? There are no articles that were labeled as not gun related by our classifier in our sample.txt. Also do we need to have all of the articles we found classified on mturk or only 500?",CSV and 1&#39;s for crowdflower,"<p>I&#39;m running the get_clean_text function and it has almost taken me 2 hours at this point (on my local computer, not biglab). Is it stuck somewhere? Not sure what to think. I feel as if the character decoding shouldn&#39;t be causing this. <img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/ids2xp8h6vn62d/ikjdw92f8b8r/Screen_Shot_20160212_at_2.37.58_AM.png"" /></p>",get_clean_text taking very long,"I am currently doing my homework and my group plan to do the experiment of ""Financial Incentives and the Performance of Crowds"", which requires large amount of image collections. Do you know where those collections are?","I am currently doing my homework and my group plan to do the experiment of ""Financial Incentives and the Performance of Crowds"", which requires large amount of image collections. Do you know where those collections are?",1
945665628,5/3/2016 18:05:41,false,1975199389,,5/3/2016 18:04:30,false,gifthunterclub,0.8889,30901412,GBR,H9,London,78.149.196.190,0,,"<p>Hi Ellie, I recorded my video with Quicktime but there is no option for &#34;file save as&#34; and exporting does not seem to work. The progress bar is just stagnant. What should I do?</p>
<p></p>
<p>Thanks!</p>",Quicktime,"Hi Ellie,

It was stated in lecture today that you will be going over Assignment 7 during lecture on Friday. I can&#39;t make the lecture because I will be leaving for NY to get my passport renewed Friday morning. I was just wondering if this session would be recorded?",Review Session on Friday 3/18,"<p>I&#39;m running the get_clean_text function and it has almost taken me 2 hours at this point (on my local computer, not biglab). Is it stuck somewhere? Not sure what to think. I feel as if the character decoding shouldn&#39;t be causing this. <img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/ids2xp8h6vn62d/ikjdw92f8b8r/Screen_Shot_20160212_at_2.37.58_AM.png"" /></p>",get_clean_text taking very long,"I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!","I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!","<p>The questionnaire says to &#34;Find an example of an article that the classifier wrongly classifies as gun violence, but which is actually not gun violence (a &#34;false positive&#34;),&#34; and it looks like there&#39;s a function stub, <tt>get_misclassified_examples</tt>, that we&#39;re supposed to fill out to do this. However, I&#39;m having trouble figuring out how exactly we can get the misclassified examples using just the LogisticRegression object — we can test the overall accuracy using the <tt>score()</tt> function, but I don&#39;t see any functions that would tell us whether or not something is right for a specific example. Are we supposed to use the LogisticRegression functions to do this question?</p>",get_misclassified_examples,"Is there any other activity on the agenda for tomorrow other than team matchmaking? If the team is already full, is there any reason to attend?","Is there any other activity on the agenda for tomorrow other than team matchmaking? If the team is already full, is there any reason to attend?",5
945665628,5/3/2016 18:05:50,false,1975199609,,5/3/2016 18:04:46,false,neodev,0.8889,33519110,VEN,25,Caracas,190.77.58.123,0,,"<p>Hi Ellie, I recorded my video with Quicktime but there is no option for &#34;file save as&#34; and exporting does not seem to work. The progress bar is just stagnant. What should I do?</p>
<p></p>
<p>Thanks!</p>",Quicktime,"Hi Ellie,

It was stated in lecture today that you will be going over Assignment 7 during lecture on Friday. I can&#39;t make the lecture because I will be leaving for NY to get my passport renewed Friday morning. I was just wondering if this session would be recorded?",Review Session on Friday 3/18,"<p>I&#39;m running the get_clean_text function and it has almost taken me 2 hours at this point (on my local computer, not biglab). Is it stuck somewhere? Not sure what to think. I feel as if the character decoding shouldn&#39;t be causing this. <img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/ids2xp8h6vn62d/ikjdw92f8b8r/Screen_Shot_20160212_at_2.37.58_AM.png"" /></p>",get_clean_text taking very long,"I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!","I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!","<p>The questionnaire says to &#34;Find an example of an article that the classifier wrongly classifies as gun violence, but which is actually not gun violence (a &#34;false positive&#34;),&#34; and it looks like there&#39;s a function stub, <tt>get_misclassified_examples</tt>, that we&#39;re supposed to fill out to do this. However, I&#39;m having trouble figuring out how exactly we can get the misclassified examples using just the LogisticRegression object — we can test the overall accuracy using the <tt>score()</tt> function, but I don&#39;t see any functions that would tell us whether or not something is right for a specific example. Are we supposed to use the LogisticRegression functions to do this question?</p>",get_misclassified_examples,"Is there any other activity on the agenda for tomorrow other than team matchmaking? If the team is already full, is there any reason to attend?","Is there any other activity on the agenda for tomorrow other than team matchmaking? If the team is already full, is there any reason to attend?",5
945665628,5/3/2016 18:07:16,false,1975201999,,5/3/2016 18:06:03,false,clixsense,0.8889,32951789,IND,19,Bangalore,117.192.233.160,0,,"<p>Hi Ellie, I recorded my video with Quicktime but there is no option for &#34;file save as&#34; and exporting does not seem to work. The progress bar is just stagnant. What should I do?</p>
<p></p>
<p>Thanks!</p>",Quicktime,"Hi Ellie,

It was stated in lecture today that you will be going over Assignment 7 during lecture on Friday. I can&#39;t make the lecture because I will be leaving for NY to get my passport renewed Friday morning. I was just wondering if this session would be recorded?",Review Session on Friday 3/18,"<p>I&#39;m running the get_clean_text function and it has almost taken me 2 hours at this point (on my local computer, not biglab). Is it stuck somewhere? Not sure what to think. I feel as if the character decoding shouldn&#39;t be causing this. <img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/ids2xp8h6vn62d/ikjdw92f8b8r/Screen_Shot_20160212_at_2.37.58_AM.png"" /></p>",get_clean_text taking very long,"I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!","I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!","<p>The questionnaire says to &#34;Find an example of an article that the classifier wrongly classifies as gun violence, but which is actually not gun violence (a &#34;false positive&#34;),&#34; and it looks like there&#39;s a function stub, <tt>get_misclassified_examples</tt>, that we&#39;re supposed to fill out to do this. However, I&#39;m having trouble figuring out how exactly we can get the misclassified examples using just the LogisticRegression object — we can test the overall accuracy using the <tt>score()</tt> function, but I don&#39;t see any functions that would tell us whether or not something is right for a specific example. Are we supposed to use the LogisticRegression functions to do this question?</p>",get_misclassified_examples,"Is there any other activity on the agenda for tomorrow other than team matchmaking? If the team is already full, is there any reason to attend?","Is there any other activity on the agenda for tomorrow other than team matchmaking? If the team is already full, is there any reason to attend?",5
945665629,5/3/2016 18:36:34,false,1975245820,,5/3/2016 18:35:09,false,neodev,0.7143,36981626,BIH,01,Sarajevo,109.175.102.83,0,,Are we expected to do the to do comment it is not mention on the hw page?,Are we expected to do the to do comment it is not mention on the hw page?,"<p>When I try to submit the homework, it does this marvelous thing where it tells me that net213 is an invalid config file.</p>
<p></p>
<p>What to do now? Somewhat concerned.</p>
<p></p>
<p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/hqh2r7yc6p926r/ikaaipxq9b3g/image.png"" /></p>",Invalid config file,In hw5 we only had 2 workers judge each url so we cant really figure out a majority vote from our data. What do we do?,Majority Votes,"<p>In the bing_api.py, I am trying to print out the xml response that we receive.</p>
<p>Any ideas how to do this?</p>",Print out xml file,"<p>Hi Ellie, I recorded my video with Quicktime but there is no option for &#34;file save as&#34; and exporting does not seem to work. The progress bar is just stagnant. What should I do?</p>
<p></p>
<p>Thanks!</p>",Quicktime,Is there any benefit to coming to class tomorrow if the team is full and is that the only activity planned?,Is there any benefit to coming to class tomorrow if the team is full and is that the only activity planned?,3
945665629,5/3/2016 18:40:20,false,1975249251,,5/3/2016 18:35:35,false,clixsense,0.8889,36107353,BIH,01,Sarajevo,109.175.105.198,0,,Are we expected to do the to do comment it is not mention on the hw page?,Are we expected to do the to do comment it is not mention on the hw page?,"<p>When I try to submit the homework, it does this marvelous thing where it tells me that net213 is an invalid config file.</p>
<p></p>
<p>What to do now? Somewhat concerned.</p>
<p></p>
<p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/hqh2r7yc6p926r/ikaaipxq9b3g/image.png"" /></p>",Invalid config file,In hw5 we only had 2 workers judge each url so we cant really figure out a majority vote from our data. What do we do?,Majority Votes,"<p>In the bing_api.py, I am trying to print out the xml response that we receive.</p>
<p>Any ideas how to do this?</p>",Print out xml file,"<p>Hi Ellie, I recorded my video with Quicktime but there is no option for &#34;file save as&#34; and exporting does not seem to work. The progress bar is just stagnant. What should I do?</p>
<p></p>
<p>Thanks!</p>",Quicktime,Is there any benefit to coming to class tomorrow if the team is full and is that the only activity planned?,Is there any benefit to coming to class tomorrow if the team is full and is that the only activity planned?,3
945665629,5/3/2016 18:40:56,false,1975249803,,5/3/2016 18:34:47,false,neodev,1.0,36754694,ITA,15,Palermo,151.52.19.128,0,,Are we expected to do the to do comment it is not mention on the hw page?,Are we expected to do the to do comment it is not mention on the hw page?,"<p>When I try to submit the homework, it does this marvelous thing where it tells me that net213 is an invalid config file.</p>
<p></p>
<p>What to do now? Somewhat concerned.</p>
<p></p>
<p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/hqh2r7yc6p926r/ikaaipxq9b3g/image.png"" /></p>",Invalid config file,In hw5 we only had 2 workers judge each url so we cant really figure out a majority vote from our data. What do we do?,Majority Votes,"<p>In the bing_api.py, I am trying to print out the xml response that we receive.</p>
<p>Any ideas how to do this?</p>",Print out xml file,"<p>Hi Ellie, I recorded my video with Quicktime but there is no option for &#34;file save as&#34; and exporting does not seem to work. The progress bar is just stagnant. What should I do?</p>
<p></p>
<p>Thanks!</p>",Quicktime,Is there any benefit to coming to class tomorrow if the team is full and is that the only activity planned?,Is there any benefit to coming to class tomorrow if the team is full and is that the only activity planned?,3
945665630,5/3/2016 18:38:50,false,1975247923,,5/3/2016 18:37:30,false,neodev,0.7778,34985385,SRB,00,Belgrade,93.86.222.78,0,,"<p>When I use the command</p>
<pre><code> cat articles_and_urls.txt | cut -f 1 &gt; urls.txt 
 cat articles_and_urls.txt | cut -f 2 &gt; unlabelled_articles.txt </code></pre>
<p></p>
<p>I get this error</p>
<p>cut: stdin: Illegal byte sequence</p>
<p></p>
<p>I tried looking it up but nothing has really helped.</p>",Error preparing input data for part 2,"<p>If we weren&#39;t able to complete homework #5 and thus have no data for that assignment, what files should we use for homework #7?</p>",HW 7 Data,"<p>When designing the questions in CrowdFlower, how do we import our data (e.g., city_1, city_2, etc.) into the pulldown menu? I would have thought that we put {{city_1}}, {{city_2}}, etc. as the labels, but this gives me an error: &#39;{{city_1}}&#39; will show up in your results as &#39;city_1&#39;, which already exists as a header in your uploaded data.</p>
<p></p>
<p>How are we meant to label the answers in the pull down menu?</p>",Importing data into question labels,"<p>I get that we want to compute &#34;weighted majority&#34; on the workers and data (these being &#39;modes&#39; in the bare bones code which then call the print_qualities and print_labels functions accordingly. So I want to just do the weighted majority/majority computations within both of those functions. But I have three files: aggregated, full, and contributed - I am confused which files I&#39;m supposed to be using. Because &#39;worker&#39; mode calls print_qualities. But the workset (contributed) doesn&#39;t have a &#39;labels&#39; field so how would we compute weighted majority vote and print the url/label?</p>
<p></p>
<p>Also, one of the TA&#39;s kindly described the 6 files we want to output (bold text copied below)<br /><br /></p>
<p><strong>As discussed in lecture, </strong></p>
<ul><li><strong>3 files containing labels for each url, one file for each algorithm (majority, weighted, and CrowdFlower)</strong>
<ul><li><strong>url &#43; label calculated by simple majority vote  </strong><em> &lt;- what files do we use to do this?</em></li><li><strong>url &#43; label calculated by weighted vote </strong><em>&lt;- what files do we use to do this?</em></li><li><strong>url &#43; label as determined by Crowdflower (copy &#43; paste from aggregated report so you can compare via Cohen&#39;s kappa and Kendell Tau correlation)</strong></li></ul>
</li><li><strong>3 files containing qualities for each worker, one file for each algorithm (majority, weighted, and CrowdFlower)</strong>
<ul><li><strong>worker &#43; quality calculated by majority vote (% of time they agree with majority vote)</strong> <em>&lt;- what files do we use to do this?</em></li><li><strong>worker &#43; quality calculated by weighted vote (% of time they agree with weighted vote) </strong><em>&lt;- what files do we use to do this?</em></li><li><strong>worker &#43; quality as determined by Crowdflower (again, you don&#39;t generate this, but you need it to make comparisons for part 2)</strong></li></ul>
</li></ul>
<p><br />But I don&#39;t get what specifically we&#39;re supposed to be using to generate each one. Clarification description would be much appreciated!</p>",Unclear what data we&#39;re supposed to use for weighted majority/majority computations.,"<p>Hey everyone!</p>
<p></p>
<p>I&#39;m giving a talk this Thursday on Data Science and Machine Learning in JMHH 255 from 6 - 7 PM. I hope to go over some high level concepts and then show a couple of cool examples I&#39;ve learnt over the years at Penn. If you&#39;re interested in these concepts and liked HW3 (Training a classifier) then you should definitely attend. If you have any questions regarding the content / topics being covered feel free to reach out.</p>",Talk on Machine Learning and Data Science,"I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!","I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!",0
945665630,5/3/2016 18:39:40,false,1975248662,,5/3/2016 18:36:46,false,clixsense,0.875,36337256,IND,36,Lucknow,117.197.24.11,3,,"<p>When I use the command</p>
<pre><code> cat articles_and_urls.txt | cut -f 1 &gt; urls.txt 
 cat articles_and_urls.txt | cut -f 2 &gt; unlabelled_articles.txt </code></pre>
<p></p>
<p>I get this error</p>
<p>cut: stdin: Illegal byte sequence</p>
<p></p>
<p>I tried looking it up but nothing has really helped.</p>",Error preparing input data for part 2,"<p>If we weren&#39;t able to complete homework #5 and thus have no data for that assignment, what files should we use for homework #7?</p>",HW 7 Data,"<p>When designing the questions in CrowdFlower, how do we import our data (e.g., city_1, city_2, etc.) into the pulldown menu? I would have thought that we put {{city_1}}, {{city_2}}, etc. as the labels, but this gives me an error: &#39;{{city_1}}&#39; will show up in your results as &#39;city_1&#39;, which already exists as a header in your uploaded data.</p>
<p></p>
<p>How are we meant to label the answers in the pull down menu?</p>",Importing data into question labels,"<p>I get that we want to compute &#34;weighted majority&#34; on the workers and data (these being &#39;modes&#39; in the bare bones code which then call the print_qualities and print_labels functions accordingly. So I want to just do the weighted majority/majority computations within both of those functions. But I have three files: aggregated, full, and contributed - I am confused which files I&#39;m supposed to be using. Because &#39;worker&#39; mode calls print_qualities. But the workset (contributed) doesn&#39;t have a &#39;labels&#39; field so how would we compute weighted majority vote and print the url/label?</p>
<p></p>
<p>Also, one of the TA&#39;s kindly described the 6 files we want to output (bold text copied below)<br /><br /></p>
<p><strong>As discussed in lecture, </strong></p>
<ul><li><strong>3 files containing labels for each url, one file for each algorithm (majority, weighted, and CrowdFlower)</strong>
<ul><li><strong>url &#43; label calculated by simple majority vote  </strong><em> &lt;- what files do we use to do this?</em></li><li><strong>url &#43; label calculated by weighted vote </strong><em>&lt;- what files do we use to do this?</em></li><li><strong>url &#43; label as determined by Crowdflower (copy &#43; paste from aggregated report so you can compare via Cohen&#39;s kappa and Kendell Tau correlation)</strong></li></ul>
</li><li><strong>3 files containing qualities for each worker, one file for each algorithm (majority, weighted, and CrowdFlower)</strong>
<ul><li><strong>worker &#43; quality calculated by majority vote (% of time they agree with majority vote)</strong> <em>&lt;- what files do we use to do this?</em></li><li><strong>worker &#43; quality calculated by weighted vote (% of time they agree with weighted vote) </strong><em>&lt;- what files do we use to do this?</em></li><li><strong>worker &#43; quality as determined by Crowdflower (again, you don&#39;t generate this, but you need it to make comparisons for part 2)</strong></li></ul>
</li></ul>
<p><br />But I don&#39;t get what specifically we&#39;re supposed to be using to generate each one. Clarification description would be much appreciated!</p>",Unclear what data we&#39;re supposed to use for weighted majority/majority computations.,"<p>Hey everyone!</p>
<p></p>
<p>I&#39;m giving a talk this Thursday on Data Science and Machine Learning in JMHH 255 from 6 - 7 PM. I hope to go over some high level concepts and then show a couple of cool examples I&#39;ve learnt over the years at Penn. If you&#39;re interested in these concepts and liked HW3 (Training a classifier) then you should definitely attend. If you have any questions regarding the content / topics being covered feel free to reach out.</p>",Talk on Machine Learning and Data Science,"I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!","I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!",0
945665630,5/3/2016 18:42:57,false,1975251382,,5/3/2016 18:37:02,false,neodev,0.8571,11075499,VEN,20,San Cristóbal,190.206.158.41,3,,"<p>When I use the command</p>
<pre><code> cat articles_and_urls.txt | cut -f 1 &gt; urls.txt 
 cat articles_and_urls.txt | cut -f 2 &gt; unlabelled_articles.txt </code></pre>
<p></p>
<p>I get this error</p>
<p>cut: stdin: Illegal byte sequence</p>
<p></p>
<p>I tried looking it up but nothing has really helped.</p>",Error preparing input data for part 2,"<p>If we weren&#39;t able to complete homework #5 and thus have no data for that assignment, what files should we use for homework #7?</p>",HW 7 Data,"<p>When designing the questions in CrowdFlower, how do we import our data (e.g., city_1, city_2, etc.) into the pulldown menu? I would have thought that we put {{city_1}}, {{city_2}}, etc. as the labels, but this gives me an error: &#39;{{city_1}}&#39; will show up in your results as &#39;city_1&#39;, which already exists as a header in your uploaded data.</p>
<p></p>
<p>How are we meant to label the answers in the pull down menu?</p>",Importing data into question labels,"<p>I get that we want to compute &#34;weighted majority&#34; on the workers and data (these being &#39;modes&#39; in the bare bones code which then call the print_qualities and print_labels functions accordingly. So I want to just do the weighted majority/majority computations within both of those functions. But I have three files: aggregated, full, and contributed - I am confused which files I&#39;m supposed to be using. Because &#39;worker&#39; mode calls print_qualities. But the workset (contributed) doesn&#39;t have a &#39;labels&#39; field so how would we compute weighted majority vote and print the url/label?</p>
<p></p>
<p>Also, one of the TA&#39;s kindly described the 6 files we want to output (bold text copied below)<br /><br /></p>
<p><strong>As discussed in lecture, </strong></p>
<ul><li><strong>3 files containing labels for each url, one file for each algorithm (majority, weighted, and CrowdFlower)</strong>
<ul><li><strong>url &#43; label calculated by simple majority vote  </strong><em> &lt;- what files do we use to do this?</em></li><li><strong>url &#43; label calculated by weighted vote </strong><em>&lt;- what files do we use to do this?</em></li><li><strong>url &#43; label as determined by Crowdflower (copy &#43; paste from aggregated report so you can compare via Cohen&#39;s kappa and Kendell Tau correlation)</strong></li></ul>
</li><li><strong>3 files containing qualities for each worker, one file for each algorithm (majority, weighted, and CrowdFlower)</strong>
<ul><li><strong>worker &#43; quality calculated by majority vote (% of time they agree with majority vote)</strong> <em>&lt;- what files do we use to do this?</em></li><li><strong>worker &#43; quality calculated by weighted vote (% of time they agree with weighted vote) </strong><em>&lt;- what files do we use to do this?</em></li><li><strong>worker &#43; quality as determined by Crowdflower (again, you don&#39;t generate this, but you need it to make comparisons for part 2)</strong></li></ul>
</li></ul>
<p><br />But I don&#39;t get what specifically we&#39;re supposed to be using to generate each one. Clarification description would be much appreciated!</p>",Unclear what data we&#39;re supposed to use for weighted majority/majority computations.,"<p>Hey everyone!</p>
<p></p>
<p>I&#39;m giving a talk this Thursday on Data Science and Machine Learning in JMHH 255 from 6 - 7 PM. I hope to go over some high level concepts and then show a couple of cool examples I&#39;ve learnt over the years at Penn. If you&#39;re interested in these concepts and liked HW3 (Training a classifier) then you should definitely attend. If you have any questions regarding the content / topics being covered feel free to reach out.</p>",Talk on Machine Learning and Data Science,"I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!","I'm running into difficulty in the final section of what we've been assigned generating the queries which demand spreadsheet-based data. For instance, regarding the query ""What was the city in which the event happened?"" I am attempting to attach {{city_1}} As one of the query possibilities in order to fill in that section with spreadsheet data, however I receive the following this configuration: ""'{{city_1}}' is going to appear In your outcomes as 'city_1', and that is already in existence as a header in your information uploads."" What can I do to bring about the expected result as opposed to receiving the previously discussed mistake?

Appreciate it!",0
945665631,5/3/2016 18:38:50,false,1975247922,,5/3/2016 18:37:30,false,neodev,0.7778,34985385,SRB,00,Belgrade,93.86.222.78,0,,"<p>When I use the command</p>
<pre><code> cat articles_and_urls.txt | cut -f 1 &gt; urls.txt 
 cat articles_and_urls.txt | cut -f 2 &gt; unlabelled_articles.txt </code></pre>
<p></p>
<p>I get this error</p>
<p>cut: stdin: Illegal byte sequence</p>
<p></p>
<p>I tried looking it up but nothing has really helped.</p>",Error preparing input data for part 2,"<p>Any idea why this may be happening? I&#39;m passing in two files to the command line. </p>
<p></p>
<p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/ids2xp8h6vn62d/im31vxiahonb/Screen_Shot_20160322_at_2.36.08_AM.png"" /><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/ids2xp8h6vn62d/im31w6viylwz/Screen_Shot_20160322_at_2.35.49_AM.png"" /></p>",arguments error,I originally received an error message but I found that extra spaces in the url was causing an error in the api call.,I originally received an error message but I found that extra spaces in the url was causing an error in the api call.,"<p>So Im just trying to run the script, but Im getting a syntax error:</p>
<p></p>
<p>&gt; python classifier_template.py articles                                                                                               ~/Desktop/NETS213/HW4 </p>
<p>  File &#34;classifier_template.py&#34;, line 89</p>
<p>    print &#39;Fold %d : %.05f&#39; %(i,test_acc)</p>
<p>                          ^</p>
<p>SyntaxError: invalid syntax</p>
<p></p>
<p>I havent modified the script at all. Do you know what the problem is?</p>",Syntax Error,"<p>File upload failed:<br />The uploaded file contains duplicated headers: <code>nil</code></p>
<p></p>
<p>I added a header to an empty column called &#34;label&#34; for the label column and the header &#34;url&#34; to the url column. Is there another way I should be doing this?</p>",Crowdflower Error,I keep getting an error while trying to get the city to populate on the spread sheet.  How do I correctly input information without receiving error?,I keep getting an error while trying to get the city to populate on the spread sheet.  How do I correctly input information without receiving error?,0
